key,impact_chosen,title,relevance
AZ-HB2387-Y2020,Transportation,"Continuing high school program. ","'Transport' => 'Transportation', 'Education' => 'Education', 'Arizona' => 'Location', 'English language' => 'None', 'Legislature' => 'None'"
AZ-HB2388-Y2020,None,"Appropriations; direct services; referrals. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2389-Y2020,None,"Public nuisance; noise; evidence. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Measurement' => 'None', 'Public' => 'None', 'Section' => 'None'"
AZ-HB2390-Y2020,None,"Community colleges; districts; workforce development. ","'Community college' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location', 'Addition' => 'None', 'Community' => 'None'"
AZ-HB2391-Y2020,Safety,"Sexual violence; interpreters; service providers. ","'Domestic violence' => 'Safety', 'Sexual assault' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None'"
AZ-HB2392-Y2020,None,"AZPOST; membership. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Meeting' => 'None', 'Meetings' => 'None'"
AZ-HB2393-Y2020,None,"Appropriation; Chinle veterans nursing home. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2394-Y2020,None,"State aviation fund; purpose. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2395-Y2020,None,"Appropriations; capital projects; Navajo Nation. ","'Navajo Nation' => 'Location', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2396-Y2020,None,"Appropriation; Cornfields low-water crossing. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2397-Y2020,None,"Spirituous liquors; alternating proprietorships. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2398-Y2020,None,"Insurance producer licensing; exceptions. ","'Arizona' => 'Location', 'Insurance' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2399-Y2020,None,"Unmanned aircraft operation; public venues. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'Public' => 'None', 'Section' => 'None'"
AZ-HB2400-Y2020,None,"Blockchain and cryptocurrency study committee. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2401-Y2020,None,"Technical correction; liquor licenses. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Person' => 'None', 'State' => 'None'"
AZ-HB2402-Y2020,None,"Criminal conviction; set aside; applicability. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Plea' => 'None', 'Release' => 'None', 'Section' => 'None'"
AZ-HB2403-Y2020,None,"Service contracts; refunds; administrative expenses. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Part' => 'None', 'Section' => 'None', 'Service' => 'None'"
AZ-HB2404-Y2020,Environment,"TPT; prime contracting; exemptions; certificates. ","'Municipal solid waste' => 'Environment', 'Recycling' => 'Environment', 'Renewable energy' => 'Environment', 'Profession' => 'Jobs', 'Construction' => 'Jobs'"
AZ-HB2405-Y2020,Environment,"Colorado River fourth priority water. ","'Colorado River' => 'Environment', 'Arizona' => 'Location', 'Colorado' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2406-Y2020,None,"State treasurer; financial services. ","'Arizona' => 'Location', 'Financial services' => 'None', 'Legislature' => 'None', 'Request' => 'None', 'Section' => 'None'"
AZ-HB2407-Y2020,Jobs,"Appropriations; named claimants. ","'Library' => 'Jobs', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Management' => 'None'"
AZ-HB2408-Y2020,Healthcare,"Health professionals; voluntary care; immunity. ","'Health care provider' => 'Healthcare', 'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Continuing education' => 'Education', 'Arizona' => 'Location'"
AZ-HB2410-Y2020,None,"Off-premises vehicle sales; technical correction. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Permit' => 'None', 'State' => 'None'"
AZ-HB2411-Y2020,Safety,"Convictions; penalties; surcharge distribution. ","'Crime' => 'Safety', 'Victim' => 'Safety', 'Arizona' => 'Location', 'Conviction' => 'None', 'Criminal justice' => 'None'"
AZ-HB2412-Y2020,None,"Conviction set-aside; traffic violations. ","'Arizona' => 'Location', 'Conviction' => 'None', 'Legislature' => 'None', 'Plea' => 'None', 'Section' => 'None'"
AZ-HB2413-Y2020,None,"Juvenile court; dispositions. ","'Arizona' => 'Location', 'United States' => 'Location', 'Boat' => 'None', 'Computer' => 'None', 'Criminal justice' => 'None'"
AZ-HB2414-Y2020,None,"Appropriations; alternative prosecution; diversion programs. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None', 'State' => 'None'"
AZ-HB2415-Y2020,None,"Appropriation; southern border region enforcement. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Pi' => 'None', 'State' => 'None'"
AZ-HB2416-Y2020,Environment,"Environmental special plate; conservation districts. ","'Environment' => 'Environment', 'Natural resource' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2417-Y2020,Environment,"Conservation districts; water conservation; awareness. ","'Conservation' => 'Environment', 'Arizona' => 'Location', 'Conducting' => 'None', 'County' => 'None', 'Legislature' => 'None'"
AZ-HB2418-Y2020,None,"Orders for evaluation; process servers. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2419-Y2020,None,"Assistant physicians; licensure; collaborative practice. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Licensure' => 'None', 'State' => 'None'"
AZ-HB2420-Y2020,Healthcare,"Insurance; prescription drugs; step therapy. ","'Health care' => 'Healthcare', 'Health' => 'Healthcare', 'Pharmacy' => 'Healthcare', 'Arizona' => 'Location', 'Insurance' => 'None'"
AZ-HB2421-Y2020,None,"DCS; report requirement. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2422-Y2020,None,"Coordinated reentry planning services programs. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2423-Y2020,Healthcare,"AHCCCS; dental care; pregnant women. ","'Ambulance' => 'Healthcare', 'Ear' => 'Healthcare', 'Emergency service' => 'Healthcare', 'Hospice' => 'Healthcare', 'Orthotics' => 'Healthcare'"
AZ-HB2424-Y2020,None,"AHCCCS; pregnant women; eligibility. ","'Arizona' => 'Location', 'United States' => 'Location', 'Contract' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2425-Y2020,None,"Insurance; study; reinsurance programs; appropriation. ","'Arizona' => 'Location', 'United States' => 'Location', 'Appropriation' => 'None', 'Insurance' => 'None', 'Legislature' => 'None'"
AZ-HB2426-Y2020,None,"Medical services; purchase; study committee. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2427-Y2020,None,"Medical services; purchase; premiums. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2428-Y2020,Healthcare,"Medicare supplement; disability; renal disease. ","'Medicare' => 'Healthcare', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2429-Y2020,None,"Schools; immunizations; registered nurses; posting. ","'School' => 'Education', 'Arizona' => 'Location', 'United States' => 'Location', 'Addition' => 'None', 'General' => 'None'"
AZ-HB2430-Y2020,None,"Oversight committee; residential care; children. ","'Mexico' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2431-Y2020,None,"Physical body adornment; establishments; certification. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Local government' => 'None', 'State' => 'None'"
AZ-HB2432-Y2020,Healthcare,"Newborn screenings; report. ","'Newborn screening' => 'Healthcare', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2433-Y2020,None,"Clinical laboratories; proficiency testing. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2434-Y2020,None,"Technical correction; agricultural extension. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2435-Y2020,None,"County procedures; technical correction. ","'Arizona' => 'Location', 'County' => 'None', 'Legislature' => 'None', 'Resolution' => 'None', 'State' => 'None'"
AZ-HB2436-Y2020,None,"Technical correction; electromagnetic pulse preparedness. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2437-Y2020,None,"Concealed weapons permit; validity check. ","'Arizona' => 'Location', 'United States' => 'Location', 'Evidence' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2438-Y2020,None,"College credit by examination; appropriations. ","'College' => 'Education', 'School district' => 'Education', 'School districts' => 'Education', 'School' => 'Education', 'Arizona' => 'Location'"
AZ-HB2439-Y2020,None,"Domestic water improvement districts; purpose. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2440-Y2020,Safety,"Death benefit; transitional housing benefit. ","'Death' => 'Safety', 'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2441-Y2020,None,"Insurance claims; assignments; payments; requirements. ","'Arizona' => 'Location', 'Insurance' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2442-Y2020,Transportation,"Highway safety fee repeal. ","'Highway' => 'Transportation', 'Arizona' => 'Location', 'Award' => 'None', 'Insurance' => 'None', 'Legislature' => 'None'"
AZ-HB2443-Y2020,None,"Career, technical education; projects fund. ","'Arizona' => 'Location', 'Expense' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2444-Y2020,Safety,"Security guards; training instructors; qualifications. ","'Security' => 'Safety', 'Domestic violence' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None'"
AZ-HB2445-Y2020,Safety,"Right to redeem; lien; sale. ","'Prevention' => 'Safety', 'Arizona' => 'Location', 'Auction' => 'None', 'Equity' => 'None', 'Judgment' => 'None'"
AZ-HB2446-Y2020,Jobs,"Simulcast dog racing; wagering; time. ","'Wage' => 'Jobs', 'Kentucky' => 'Location', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None'"
AZ-HB2447-Y2020,None,"Gaming compacts; water claims; prohibition. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2448-Y2020,None,"Public schools; innovation plans. ","'Public school' => 'Education', 'School' => 'Education', 'Student' => 'Education', 'Arizona' => 'Location', 'Innovation' => 'None'"
AZ-HB2449-Y2020,Healthcare,"Schools; pupil discipline. ","'Health' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Home' => 'Safety', 'Charter school' => 'Education', 'College' => 'Education'"
AZ-HB2450-Y2020,Healthcare,"Early childhood mental health; appropriations. ","'Ear' => 'Healthcare', 'Arizona' => 'Location', 'Improve' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2451-Y2020,None,"Appropriation; 2020 census; outreach. ","'Arizona' => 'Location', 'United States' => 'Location', 'Appropriation' => 'None', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2452-Y2020,Environment,"Underground storage tanks; performance standards. ","'Underground storage tank' => 'Environment', 'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2453-Y2020,None,"DHS; exemption; certain foods; wineries. ","'Arizona' => 'Location', 'United States' => 'Location', 'Federal' => 'None', 'Legislature' => 'None', 'Regulation' => 'None'"
AZ-HB2454-Y2020,Jobs,"Archaeology advisory commission; membership. ","'Archaeology' => 'Jobs', 'Arizona' => 'Location', 'Conducting' => 'None', 'Legislature' => 'None', 'Section' => 'None'"
AZ-HB2455-Y2020,Jobs,"Air quality omnibus. ","'Training' => 'Jobs', 'Vehicle' => 'Transportation', 'Vehicles' => 'Transportation', 'Motor vehicle' => 'Transportation', 'Arizona' => 'Location'"
AZ-HB2456-Y2020,Environment,"Environmental quality programs; terminations; repeal. ","'Environment' => 'Environment', 'Arizona' => 'Location', 'United States' => 'Location', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2457-Y2020,None,"Historic preservation officer; state museum. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2458-Y2020,Transportation,"Peace officer designation; ADOT. ","'Vehicle' => 'Transportation', 'Arizona' => 'Location', 'Constitution' => 'None', 'Inspection' => 'None', 'Legislature' => 'None'"
AZ-HB2459-Y2020,None,"Schools; revenues; expenditures; database. ","'School' => 'Education', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2460-Y2020,None,"ABOR; tuition; deduction; actual cost. ","'Arizona' => 'Location', 'United States' => 'Location', 'Address' => 'None', 'Award' => 'None', 'Bill' => 'None'"
AZ-HB2461-Y2020,None,"Voter registration; temporary residency. ","'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Voter registration' => 'None'"
AZ-HB2462-Y2020,None,"Technical correction; health services; monitoring. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2463-Y2020,None,"Technical correction; tax refund account. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None', 'Tax refund' => 'None', 'Tax' => 'None'"
AZ-HB2464-Y2020,None,"State bonds; technical correction. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2465-Y2020,None,"Technical correction; deaf; blind schools. ","'School' => 'Education', 'Arizona' => 'Location', 'Contract' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2467-Y2020,Safety,"ADOT peace officers; rifles. ","'Firearm' => 'Safety', 'Arizona' => 'Location', 'United States' => 'Location', 'Legislature' => 'None', 'Peace' => 'None'"
AZ-HB2468-Y2020,Safety,"Law enforcement; prosecution; grants; acceptance. ","'Law enforcement' => 'Safety', 'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2469-Y2020,Healthcare,"Law enforcement officers; additional benefits. ","'Health insurance' => 'Healthcare', 'Health' => 'Healthcare', 'Death' => 'Safety', 'Law enforcement officer' => 'Safety', 'Law enforcement' => 'Safety'"
AZ-HB2470-Y2020,Safety,"Fireworks; penalties. ","'Fireworks' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2471-Y2020,None,"Assessment; peace officer training equipment. ","'Arizona' => 'Location', 'Assessment' => 'None', 'Legislature' => 'None', 'Peace' => 'None', 'Section' => 'None'"
AZ-HB2472-Y2020,None,"Workers- compensation; heart-related cases; presumption. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2473-Y2020,None,"Criminal speeding. ","'Arizona' => 'Location', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None', 'Statute' => 'None'"
AZ-HB2474-Y2020,Healthcare,"Pedestrians; street crossing; medians. ","'Alcohol' => 'Healthcare', 'Bicycle' => 'Transportation', 'Vehicle' => 'Transportation', 'Bus' => 'Transportation', 'School bus' => 'Transportation'"
AZ-HB2475-Y2020,Safety,"Law enforcement officers; rights; privileges. ","'Law enforcement officer' => 'Safety', 'Law enforcement' => 'Safety', 'Arizona' => 'Location', 'Law' => 'None', 'Legislature' => 'None'"
AZ-HB2476-Y2020,Safety,"Penalty assessment; driving school fees. ","'Crime' => 'Safety', 'Arizona' => 'Location', 'Court' => 'None', 'Legislature' => 'None', 'Payment' => 'None'"
AZ-HB2477-Y2020,None,"Purchaser dwelling actions. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2478-Y2020,None,"Rural counties; transient lodging tax. ","'Arizona' => 'Location', 'Legislature' => 'None', 'State' => 'None'"
AZ-HB2479-Y2020,None,"Juvenile dependency; state aid; appropriation. ","'Arizona' => 'Location', 'Appropriation' => 'None', 'Legislature' => 'None', 'Section' => 'None', 'State' => 'None'"
AZ-HB2480-Y2020,Healthcare,"Interlock restricted licenses; violations; reporting. ","'Hearing' => 'Healthcare', 'Arizona' => 'Location', 'United States' => 'Location', 'Federal' => 'None', 'Legislature' => 'None'"
AZ-HB2481-Y2020,Safety,"Property tax omnibus. ","'Mobile home' => 'Safety', 'Arizona' => 'Location', 'Legislature' => 'None', 'Property tax' => 'None', 'Property' => 'None'"
